name,terminology,code,term,name_orig
qcovid_Epilepsy,SNOMED,230381009,Localization-related epilepsy (disorder),Epilepsy
qcovid_CancerOfBloodOrBoneM,SNOMED,188548006,Hodgkin's sarcoma of lymph nodes of inguinal region and lower limb (disorder),CancerOfBloodOrBoneMarrow
qcovid_StrokeOrTia,SNOMED,195217004,Right sided cerebral hemisphere cerebrovascular accident (disorder),StrokeOrTia
qcovid_Asthma,SNOMED,424643009,Atopic asthma,Asthma
qcovid_HivOrAids,ICD10,B231,HIV disease resulting in (persistent) generalized lymphadenopathy,HivOrAids
qcovid_LungOrOralCancer,ICD10,C10,Malignant neoplasm of oropharynx,LungOrOralCancer
qcovid_LungOrOralCancer,ICD10,C101,Malignant neoplasm: Anterior surface of epiglottis,LungOrOralCancer
qcovid_Copd,ICD10,J43,Emphysema,Copd
qcovid_Diabetes,ICD10,E135,Other specified diabetes mellitus,Diabetes
qcovid_StrokeOrTia,ICD10,G452,Multiple and bilateral precerebral artery syndromes,StrokeOrTia
qcovid_CancerOfBloodOrBoneM,SNOMED,109978004,T-cell lymphoma (disorder),CancerOfBloodOrBoneMarrow
qcovid_SevereCombinedImmuno,SNOMED,119249001,Agammaglobulinemia (finding),SevereCombinedImmunodeficiencySyndromeViaBool
qcovid_LungOrOralCancer,SNOMED,187631006,Malignant neoplasm of base of tongue dorsal surface (disorder),LungOrOralCancer
qcovid_CancerOfBloodOrBoneM,SNOMED,188674006,Diffuse malignant lymphoma - small non-cleaved cell (disorder),CancerOfBloodOrBoneMarrow
qcovid_CancerOfBloodOrBoneM,SNOMED,188745007,Chronic monocytic leukemia (disorder),CancerOfBloodOrBoneMarrow
qcovid_PriorFractureOfHipWr,SNOMED,203452006,Osteoporotic fracture of cervical vertebra (disorder),PriorFractureOfHipWristSpineHumerus
qcovid_HeartFailure,SNOMED,275514001,Impaired left ventricular function (finding),HeartFailure
qcovid_LungOrOralCancer,SNOMED,363396004,Malignant tumor of branchial cleft (disorder),LungOrOralCancer
qcovid_CoronaryHeartDisease,SNOMED,401303003,Acute ST segment elevation myocardial infarction (disorder),CoronaryHeartDisease
qcovid_Diabetes,SNOMED,420514000,Persistent proteinuria due to type 1 diabetes mellitus (disorder),Diabetes
qcovid_MotorNeuroneDiseaseO,SNOMED,7379000,Pseudobulbar palsy (disorder),MotorNeuroneDiseaseOrMultipleSclerosisOrMyaestheniaOrHuntingtonsChorea
qcovid_CancerOfBloodOrBoneM,SNOMED,93137007,Letterer-Siwe disease of lymph nodes of head face AND/OR neck (disorder),CancerOfBloodOrBoneMarrow
qcovid_TakingAntiLeukotrien,DMD,34215511000001101,AirFluSal 25micrograms/dose / 250micrograms/dose inhaler (Sandoz Ltd) (product),TakingAntiLeukotrieneOrLaba
qcovid_PrescribedImmunoSupp,DMD,11756511000001104,Revlimid 25mg capsules (Bristol-Myers Squibb Pharmaceuticals Ltd) (product),PrescribedImmunoSuppressants
qcovid_CongenitalHeartProbl,OPCS4,K07,** first length 4 code ** Correction of total anomalous pulmonary venous connection to supracardiac vessel,CongenitalHeartProblem
qcovid_CongenitalHeartProbl,OPCS4,K195,Creation of conduit between left ventricle of heart and aorta NEC,CongenitalHeartProblem
qcovid_CongenitalHeartProbl,OPCS4,L086,Percutaneous transluminal balloon dilation of anastomosis between pulmonary artery and subclavian artery,CongenitalHeartProblem
qcovid_RadioTherapyInLast6M,OPCS4,Y35,** first length 4 code ** Introduction of radioactive caesium into organ NOC,RadioTherapyInLast6Months
qcovid_Asthma,SNOMED,1086711000000100,Life threatening acute exacerbation of intrinsic asthma (disorder),Asthma
qcovid_CancerOfBloodOrBoneM,SNOMED,188641006,Malignant histiocytosis of lymph nodes of axilla and upper limb (disorder),CancerOfBloodOrBoneMarrow
qcovid_HeartFailure,SNOMED,195114002,Acute left ventricular failure (disorder),HeartFailure
qcovid_LiverCirrhosis,SNOMED,197284004,Chronic active hepatitis (disorder),LiverCirrhosis
qcovid_CongenitalHeartProbl,SNOMED,204433005,Aplasia of aorta (disorder),CongenitalHeartProblem
qcovid_Epilepsy,SNOMED,230441003,Drug-induced epilepsy (disorder),Epilepsy
qcovid_StrokeOrTia,SNOMED,230690007,Cerebrovascular accident (disorder),StrokeOrTia
qcovid_CongenitalHeartProbl,SNOMED,268184003,Hypoplasia of aorta (disorder),CongenitalHeartProblem
qcovid_CancerOfBloodOrBoneM,SNOMED,397009000,Mast cell malignancy (disorder),CancerOfBloodOrBoneMarrow
qcovid_Epilepsy,SNOMED,6204001,Juvenile myoclonic epilepsy (disorder),Epilepsy
qcovid_CancerOfBloodOrBoneM,SNOMED,93523009,Hodgkin's disease of lymph nodes of axilla AND/OR upper limb (disorder),CancerOfBloodOrBoneMarrow
qcovid_PrescribedImmunoSupp,DMD,36139311000001109,Ciclosporin 100mg/ml oral solution sugar free (product),PrescribedImmunoSuppressants
qcovid_CancerOfBloodOrBoneM,SNOMED,188635004,Sézary's disease of intrapelvic lymph nodes (disorder),CancerOfBloodOrBoneMarrow
qcovid_CancerOfBloodOrBoneM,SNOMED,188660004,Malignant mast cell tumors (disorder),CancerOfBloodOrBoneMarrow
qcovid_LearningDisabilityOr,SNOMED,205616004,Trisomy 21- mitotic nondisjunction mosaicism (disorder),LearningDisabilityOrDownsSyndrome
qcovid_BipolarDiseaseOrSchi,SNOMED,231494001,Mania (disorder),BipolarDiseaseOrSchizophrenia
qcovid_BipolarDiseaseOrSchi,SNOMED,231496004,Hypomania (disorder),BipolarDiseaseOrSchizophrenia
qcovid_SevereCombinedImmuno,SNOMED,234549008,Immunoglobulin G4 deficiency (disorder),SevereCombinedImmunodeficiencySyndromeViaBool
qcovid_PeripheralVascularDi,SNOMED,400047006,Peripheral vascular disease (disorder),PeripheralVascularDisease
qcovid_HivOrAids,SNOMED,165816005,Human immunodeficiency virus positive (finding),HivOrAids
qcovid_BipolarDiseaseOrSchi,SNOMED,191531007,Acute exacerbation of chronic schizophrenia (disorder),BipolarDiseaseOrSchizophrenia
qcovid_BipolarDiseaseOrSchi,SNOMED,191539009,Acute exacerbation of chronic hebephrenic schizophrenia (disorder),BipolarDiseaseOrSchizophrenia
qcovid_BipolarDiseaseOrSchi,SNOMED,191588009,Single manic episode in full remission (disorder),BipolarDiseaseOrSchizophrenia
qcovid_RheumatoidArthritisO,SNOMED,201776007,Rheumatoid arthritis of sacroiliac joint (disorder),RheumatoidArthritisOrSle
qcovid_Epilepsy,SNOMED,307357004,Jacksonian focal or motor epilepsy (disorder),Epilepsy
qcovid_BipolarDiseaseOrSchi,SNOMED,63181006,Paranoid schizophrenia in remission (disorder),BipolarDiseaseOrSchizophrenia
qcovid_Diabetes,SNOMED,111552007,Diabetes mellitus without complication (disorder),Diabetes
qcovid_BipolarDiseaseOrSchi,SNOMED,191542003,Catatonic schizophrenia (disorder),BipolarDiseaseOrSchizophrenia
qcovid_BipolarDiseaseOrSchi,SNOMED,191638008,Mixed bipolar affective disorder mild (disorder),BipolarDiseaseOrSchizophrenia
qcovid_StrokeOrTia,SNOMED,195189003,Cerebral infarction due to thrombosis of cerebral arteries (disorder),StrokeOrTia
qcovid_LiverCirrhosis,SNOMED,197299004,Pigmentary portal cirrhosis (disorder),LiverCirrhosis
qcovid_LiverCirrhosis,SNOMED,197301006,Toxic portal cirrhosis (disorder),LiverCirrhosis
qcovid_CoronaryHeartDisease,SNOMED,233843008,Silent myocardial infarction (disorder),CoronaryHeartDisease
qcovid_LungOrOralCancer,SNOMED,363360003,Malignant tumor of anterior two-thirds of tongue (disorder),LungOrOralCancer
qcovid_BipolarDiseaseOrSchi,SNOMED,64905009,Paranoid schizophrenia (disorder),BipolarDiseaseOrSchizophrenia
qcovid_CancerOfBloodOrBoneM,ICD10,C813,Lymphocyte depleted (classical) Hodgkin lymphoma,CancerOfBloodOrBoneMarrow
qcovid_CancerOfBloodOrBoneM,ICD10,C926,Acute myeloid leukaemia with 11q23-abnormality,CancerOfBloodOrBoneMarrow
qcovid_Diabetes,ICD10,E145,Unspecified diabetes mellitus,Diabetes
qcovid_LearningDisabilityOr,ICD10,F803,Acquired aphasia with epilepsy [Landau-Kleffner],LearningDisabilityOrDownsSyndrome
qcovid_StrokeOrTia,ICD10,I616,"Intracerebral haemorrhage, multiple localized",StrokeOrTia
qcovid_RheumatoidArthritisO,ICD10,M0516,Rheumatoid lung disease,RheumatoidArthritisOrSle
qcovid_RheumatoidArthritisO,ICD10,M0524,Rheumatoid vasculitis,RheumatoidArthritisOrSle
qcovid_CongenitalHeartProbl,ICD10,Q269,"Congenital malformation of great vein, unspecified",CongenitalHeartProblem
qcovid_CongenitalHeartProbl,OPCS4,K135,Percutaneous transluminal repair of defect of unspecified septum using prosthesis,CongenitalHeartProblem
qcovid_CongenitalHeartProbl,OPCS4,L062,Creation of anastomosis to main pulmonary artery from ascending aorta NEC,CongenitalHeartProblem
qcovid_PrescribedImmunoSupp,DMD,16658611000001108,Tacrolimus 1mg granules sachets (product),PrescribedImmunoSuppressants
qcovid_CancerOfBloodOrBoneM,ICD10,C866,Primary cutaneous CD30-positive T-cell proliferations,CancerOfBloodOrBoneMarrow
qcovid_CancerOfBloodOrBoneM,ICD10,C91,Lymphoid leukaemia,CancerOfBloodOrBoneMarrow
qcovid_CancerOfBloodOrBoneM,ICD10,C921,"Chronic myeloid leukaemia [CML], BCR/ABL-positive",CancerOfBloodOrBoneMarrow
qcovid_ParkinsonsDisease,ICD10,G214,Vascular parkinsonism,ParkinsonsDisease
qcovid_ThrombosisOrPulmonar,ICD10,I820,Budd-Chiari syndrome,ThrombosisOrPulmonaryEmbolus
qcovid_RheumatoidArthritisO,ICD10,M0698,"Rheumatoid arthritis, unspecified",RheumatoidArthritisOrSle
qcovid_CongenitalHeartProbl,ICD10,Q24,Other congenital malformations of heart,CongenitalHeartProblem
qcovid_CongenitalHeartProbl,ICD10,Q266,Portal vein-hepatic artery fistula,CongenitalHeartProblem
qcovid_CancerOfBloodOrBoneM,SNOMED,118607005,Hodgkin lymphoma lymphocyte-rich (disorder),CancerOfBloodOrBoneMarrow
qcovid_LungOrOralCancer,SNOMED,187716008,Malignant tumor of Waldeyer ring,LungOrOralCancer
qcovid_Diabetes,SNOMED,201724008,Neuropathic arthropathy due to diabetes mellitus (disorder),Diabetes
qcovid_CancerOfBloodOrBoneM,SNOMED,277613000,Cutaneous/peripheral T-cell lymphoma (disorder),CancerOfBloodOrBoneMarrow
qcovid_Asthma,SNOMED,401193004,Asthma confirmed (situation),Asthma
qcovid_CancerOfBloodOrBoneM,SNOMED,65399007,Langerhans cell histiocytosis (disorder),CancerOfBloodOrBoneMarrow
qcovid_CancerOfBloodOrBoneM,SNOMED,188668006,Malignant mast cell tumor of spleen,CancerOfBloodOrBoneMarrow
qcovid_RheumatoidArthritisO,SNOMED,201770001,Rheumatoid arthritis of distal radioulnar joint (disorder),RheumatoidArthritisOrSle
qcovid_Epilepsy,SNOMED,267581004,Progressive myoclonic epilepsy (disorder),Epilepsy
qcovid_LungOrOralCancer,SNOMED,302815008,Malignant tumor of frenum of lip (disorder),LungOrOralCancer
qcovid_LearningDisabilityOr,ICD10,F721,Severe mental retardation,LearningDisabilityOrDownsSyndrome
qcovid_SolidOrganTransplant,OPCS4,K021,Allotransplantation of heart NEC,SolidOrganTransplant/SolidOrganTransplantOrBoneMarrowTransplantInLast6Months
qcovid_CongenitalHeartProbl,OPCS4,K046,Repair of fallot-type pulmonary atresia with aortopulmonary collaterals,CongenitalHeartProblem
qcovid_TakingAntiLeukotrien,DMD,10075611000001101,Salmeterol 25micrograms/actuation inhaler CFC free (product),TakingAntiLeukotrieneOrLaba
qcovid_PrescribedImmunoSupp,DMD,28809011000001102,Tacrolimus 750microgram modified-release tablets (product),PrescribedImmunoSuppressants
qcovid_CancerOfBloodOrBoneM,ICD10,C950,Acute leukaemia of unspecified cell type,CancerOfBloodOrBoneMarrow
qcovid_Diabetes,ICD10,E111,Type 2 diabetes mellitus,Diabetes
qcovid_BipolarDiseaseOrSchi,ICD10,F209,"Schizophrenia, unspecified",BipolarDiseaseOrSchizophrenia
qcovid_LiverCirrhosis,ICD10,K74,Fibrosis and cirrhosis of liver,LiverCirrhosis
qcovid_RheumatoidArthritisO,ICD10,M0507,Felty syndrome,RheumatoidArthritisOrSle
qcovid_CongenitalHeartProbl,SNOMED,16567006,Mesocardia (disorder),CongenitalHeartProblem
qcovid_CancerOfBloodOrBoneM,SNOMED,188768003,Myelomonocytic leukemia (disorder),CancerOfBloodOrBoneMarrow
qcovid_ChronicKidneyDisease,SNOMED,324251000000105,Chronic kidney disease stage 3 with proteinuria (disorder),ChronicKidneyDisease
qcovid_LungOrOralCancer,ICD10,C103,Malignant neoplasm: Posterior wall of oropharynx,LungOrOralCancer
qcovid_BipolarDiseaseOrSchi,ICD10,F252,"Schizoaffective disorder, mixed type",BipolarDiseaseOrSchizophrenia
qcovid_CoronaryHeartDisease,ICD10,I200,Unstable angina,CoronaryHeartDisease
qcovid_InflammatoryBowelDis,ICD10,K515,Left sided colitis,InflammatoryBowelDisease
qcovid_BipolarDiseaseOrSchi,ICD10,F251,"Schizoaffective disorder, depressive type",BipolarDiseaseOrSchizophrenia
qcovid_ThrombosisOrPulmonar,ICD10,I26,Pulmonary embolism,ThrombosisOrPulmonaryEmbolus
qcovid_AtrialFibrillation,ICD10,I482,Chronic atrial fibrillation,AtrialFibrillation
qcovid_CancerOfBloodOrBoneM,ICD10,C90,Multiple myeloma and malignant plasma cell neoplasms,CancerOfBloodOrBoneMarrow
qcovid_RheumatoidArthritisO,ICD10,M0629,Rheumatoid bursitis,RheumatoidArthritisOrSle
qcovid_PrescribedImmunoSupp,DMD,703792001,Product containing precisely pomalidomide 2 milligram/1 each conventional release oral capsule (clinical drug),PrescribedImmunoSuppressants
qcovid_TakingAntiLeukotrien,DMD,12911011000001100,Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free (product),TakingAntiLeukotrieneOrLaba
qcovid_BoneMarrowTransplant,OPCS4,W349,Unspecified graft of bone marrow,BoneMarrowTransplantInLast6Months/SolidOrganTransplantOrBoneMarrowTransplantInLast6Months
qcovid_CancerOfBloodOrBoneM,SNOMED,188679001,Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse) (disorder),CancerOfBloodOrBoneMarrow
qcovid_Diabetes,SNOMED,190372001,Type I diabetes mellitus maturity onset (disorder),Diabetes
qcovid_SevereCombinedImmuno,SNOMED,191001007,Major histocompatibility complex class I deficiency (disorder),SevereCombinedImmunodeficiencySyndromeViaBool
qcovid_Dementia,SNOMED,191455000,Presenile dementia with depression (disorder),Dementia
qcovid_BipolarDiseaseOrSchi,SNOMED,191527001,Simple schizophrenia (disorder),BipolarDiseaseOrSchizophrenia
qcovid_LungOrOralCancer,SNOMED,363381003,Malignant tumor of sublingual gland (disorder),LungOrOralCancer
qcovid_Asthma,SNOMED,405944004,Asthmatic bronchitis (disorder),Asthma
qcovid_HeartFailure,SNOMED,420300004,New York Heart Association Classification - Class I (finding),HeartFailure
qcovid_Diabetes,SNOMED,420868002,Disorder due to type 1 diabetes mellitus (disorder),Diabetes
qcovid_StrokeOrTia,SNOMED,95457000,Brain stem infarction (disorder),StrokeOrTia
qcovid_CongenitalHeartProbl,OPCS4,K171,Total cavopulmonary connection with extracardiac inferior caval vein to pulmonary artery conduit,CongenitalHeartProblem
qcovid_CongenitalHeartProbl,OPCS4,L054,Percutaneous transluminal balloon dilation of interposition tube prosthesis between pulmonary artery and aorta,CongenitalHeartProblem
qcovid_RadioTherapyInLast6M,OPCS4,J123,Selective internal radiotherapy with microspheres to lesion of liver,RadioTherapyInLast6Months
qcovid_CongenitalHeartProbl,SNOMED,204343009,Hypoplasia of pulmonary valve (disorder),CongenitalHeartProblem
qcovid_Epilepsy,SNOMED,230413002,Juvenile absence epilepsy (disorder),Epilepsy
qcovid_SevereCombinedImmuno,SNOMED,234532001,Immunodeficiency disorder (disorder),SevereCombinedImmunodeficiencySyndromeViaBool
qcovid_LearningDisabilityOr,SNOMED,254264002,Partial trisomy 21 in Down's syndrome (disorder),LearningDisabilityOrDownsSyndrome
qcovid_Diabetes,SNOMED,420825003,Gangrene due to type 1 diabetes mellitus (disorder),Diabetes
qcovid_CancerOfBloodOrBoneM,SNOMED,93522004,Hodgkin's disease of intrathoracic lymph nodes (disorder),CancerOfBloodOrBoneMarrow
qcovid_TakingAntiLeukotrien,DMD,23622011000001107,Relvar Ellipta 92micrograms/dose / 22micrograms/dose inhaler (GlaxoSmithKline UK Ltd) (product),TakingAntiLeukotrieneOrLaba
qcovid_TakingAntiLeukotrien,DMD,9652711000001107,Formoterol 12micrograms/actuation inhaler (product),TakingAntiLeukotrieneOrLaba
qcovid_CongenitalHeartProbl,OPCS4,K064,Atrial inversion and repositioning of transposed great artery,CongenitalHeartProblem
qcovid_PrescribedImmunoSupp,DMD,10354511000001104,Antithymocyte immunoglobulin (rabbit) 25mg powder and solvent for solution for injection vials (product),PrescribedImmunoSuppressants
qcovid_TakingAntiLeukotrien,DMD,39111011000001108,Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free (product),TakingAntiLeukotrieneOrLaba
qcovid_PrescribedImmunoSupp,DMD,29903811000001104,Lenalidomide 7.5mg capsules (product),PrescribedImmunoSuppressants
qcovid_LungOrOralCancer,SNOMED,187613005,Malignant neoplasm of lower lip buccal aspect (disorder),LungOrOralCancer
qcovid_BipolarDiseaseOrSchi,SNOMED,191590005,Recurrent manic episodes (disorder),BipolarDiseaseOrSchizophrenia
qcovid_CongenitalHeartProbl,SNOMED,204457005,Supradiaphragmatic total anomalous pulmonary venous return (disorder),CongenitalHeartProblem
qcovid_LiverCirrhosis,SNOMED,235896001,Infectious cirrhosis (disorder),LiverCirrhosis
qcovid_LearningDisabilityOr,SNOMED,61152003,Moderate intellectual disability (disorder),LearningDisabilityOrDownsSyndrome
qcovid_LungOrOralCancer,ICD10,C062,Malignant neoplasm: Retromolar area,LungOrOralCancer
qcovid_CancerOfBloodOrBoneM,ICD10,C846,"Anaplastic large cell lymphoma, ALK-positive",CancerOfBloodOrBoneMarrow
qcovid_Diabetes,ICD10,E10,Type 1 diabetes mellitus,Diabetes
qcovid_LearningDisabilityOr,ICD10,F701,Mild mental retardation,LearningDisabilityOrDownsSyndrome
qcovid_LearningDisabilityOr,ICD10,F843,Other childhood disintegrative disorder,LearningDisabilityOrDownsSyndrome
qcovid_RheumatoidArthritisO,ICD10,M0517,Rheumatoid lung disease,RheumatoidArthritisOrSle
qcovid_RheumatoidArthritisO,ICD10,M0601,Seronegative rheumatoid arthritis,RheumatoidArthritisOrSle
qcovid_CoronaryHeartDisease,ICD10,I221,Subsequent myocardial infarction of inferior wall,CoronaryHeartDisease
qcovid_StrokeOrTia,ICD10,I635,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,StrokeOrTia
qcovid_RheumatoidArthritisO,ICD10,M0584,Other seropositive rheumatoid arthritis,RheumatoidArthritisOrSle
qcovid_RheumatoidArthritisO,ICD10,M063,Rheumatoid nodule,RheumatoidArthritisOrSle
qcovid_RheumatoidArthritisO,ICD10,M0643,Inflammatory polyarthropathy,RheumatoidArthritisOrSle
qcovid_CongenitalHeartProbl,ICD10,Q241,Laevocardia,CongenitalHeartProblem
qcovid_AtrialFibrillation,SNOMED,15964901000119107,Atypical atrial flutter (disorder),AtrialFibrillation
qcovid_Dementia,SNOMED,230286002,Subcortical vascular dementia (disorder),Dementia
qcovid_CancerOfBloodOrBoneM,SNOMED,400122007,Primary cutaneous T-cell lymphoma (disorder),CancerOfBloodOrBoneMarrow
qcovid_CancerOfBloodOrBoneM,SNOMED,414166008,Extranodal natural killer/T-cell lymphoma nasal type (disorder),CancerOfBloodOrBoneMarrow
qcovid_CongenitalHeartProbl,SNOMED,48121000,Congenital cardiomegaly (disorder),CongenitalHeartProblem
qcovid_Epilepsy,SNOMED,89525009,Gelastic seizure (disorder),Epilepsy
qcovid_RadioTherapyInLast6M,OPCS4,Y352,Introduction of iridium wire into organ NOC,RadioTherapyInLast6Months
qcovid_HivOrAids,ICD10,B21,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,HivOrAids
qcovid_LungOrOralCancer,ICD10,C02,Malignant neoplasm of other and unspecified parts of tongue,LungOrOralCancer
qcovid_LearningDisabilityOr,ICD10,F720,Severe mental retardation,LearningDisabilityOrDownsSyndrome
qcovid_CysticFibrosisBronch,ICD10,J678,Hypersensitivity pneumonitis due to other organic dusts,CysticFibrosisBronchiectasisAlveolitis
qcovid_HeartFailure,SNOMED,10633002,Acute congestive heart failure (disorder),HeartFailure
qcovid_CoronaryHeartDisease,SNOMED,1755008,Old myocardial infarction (disorder),CoronaryHeartDisease
qcovid_CoronaryHeartDisease,SNOMED,233821000,New onset angina (disorder),CoronaryHeartDisease
qcovid_CongenitalHeartProbl,SNOMED,253297008,Transposition of aorta (disorder),CongenitalHeartProblem
qcovid_CongenitalHeartProbl,SNOMED,27637000,Dextrocardia (disorder),CongenitalHeartProblem
qcovid_Diabetes,SNOMED,43959009,Cataract of eye due to diabetes mellitus (disorder),Diabetes
qcovid_LungOrOralCancer,ICD10,C003,"Malignant neoplasm: Upper lip, inner aspect",LungOrOralCancer
qcovid_LungOrOralCancer,ICD10,C023,"Malignant neoplasm: Anterior two-thirds of tongue, part unspecified",LungOrOralCancer
qcovid_PriorFractureOfHipWr,ICD10,M484,Fatigue fracture of vertebra,PriorFractureOfHipWristSpineHumerus
qcovid_PriorFractureOfHipWr,ICD10,M8041,Drug-induced osteoporosis with pathological fracture,PriorFractureOfHipWristSpineHumerus
qcovid_PriorFractureOfHipWr,ICD10,S4220,Fracture of upper end of humerus,PriorFractureOfHipWristSpineHumerus
qcovid_CancerOfBloodOrBoneM,ICD10,C831,Mantle cell lymphoma,CancerOfBloodOrBoneMarrow
qcovid_CancerOfBloodOrBoneM,ICD10,C851,"B-cell lymphoma, unspecified",CancerOfBloodOrBoneMarrow
qcovid_LearningDisabilityOr,ICD10,F83,Mixed specific developmental disorders,LearningDisabilityOrDownsSyndrome
qcovid_PulmonaryHypertensio,ICD10,I279,"Pulmonary heart disease, unspecified",PulmonaryHypertensionOrFibrosis
qcovid_RheumatoidArthritisO,ICD10,M0691,"Rheumatoid arthritis, unspecified",RheumatoidArthritisOrSle
qcovid_LungOrOralCancer,ICD10,C020,Malignant neoplasm: Dorsal surface of tongue,LungOrOralCancer
qcovid_CancerOfBloodOrBoneM,ICD10,C951,Chronic leukaemia of unspecified cell type,CancerOfBloodOrBoneMarrow
qcovid_RheumatoidArthritisO,ICD10,M0580,Other seropositive rheumatoid arthritis,RheumatoidArthritisOrSle
qcovid_RheumatoidArthritisO,ICD10,M0600,Seronegative rheumatoid arthritis,RheumatoidArthritisOrSle
qcovid_RheumatoidArthritisO,ICD10,M061,Adult-onset Still disease,RheumatoidArthritisOrSle
qcovid_RheumatoidArthritisO,ICD10,M0801,Juvenile rheumatoid arthritis,RheumatoidArthritisOrSle
qcovid_SolidOrganTransplant,OPCS4,K02,** first length 4 code ** Allotransplantation of heart NEC,SolidOrganTransplant/SolidOrganTransplantOrBoneMarrowTransplantInLast6Months
qcovid_RadioTherapyInLast6M,OPCS4,O441,Proton radiotherapy,RadioTherapyInLast6Months
qcovid_CancerOfBloodOrBoneM,ICD10,C889,"Malignant immunoproliferative disease, unspecified",CancerOfBloodOrBoneMarrow
qcovid_CoronaryHeartDisease,ICD10,I220,Subsequent myocardial infarction of anterior wall,CoronaryHeartDisease
qcovid_Asthma,ICD10,J45,Asthma,Asthma
qcovid_RheumatoidArthritisO,ICD10,M0807,Juvenile rheumatoid arthritis,RheumatoidArthritisOrSle
qcovid_LungOrOralCancer,SNOMED,109823006,Overlapping malignant neoplasm of tongue (disorder),LungOrOralCancer
qcovid_CancerOfBloodOrBoneM,SNOMED,109991003,Acute myelofibrosis (disorder),CancerOfBloodOrBoneMarrow
qcovid_LungOrOralCancer,SNOMED,187702003,Malignant tumor of nasopharyngeal soft palate surface (disorder),LungOrOralCancer
qcovid_LungOrOralCancer,SNOMED,187861000,Malignant neoplasm of upper lobe bronchus (disorder),LungOrOralCancer
qcovid_BipolarDiseaseOrSchi,SNOMED,191634005,Bipolar affective disorder currently depressed in full remission (disorder),BipolarDiseaseOrSchizophrenia
qcovid_BipolarDiseaseOrSchi,SNOMED,192362008,Bipolar affective disorder current episode mixed (disorder),BipolarDiseaseOrSchizophrenia
qcovid_PriorFractureOfHipWr,SNOMED,203451004,Osteoporotic fracture of thoracic vertebra (disorder),PriorFractureOfHipWristSpineHumerus
qcovid_CongenitalHeartProbl,SNOMED,204346001,Congenital fusion of pulmonary valve segment (disorder),CongenitalHeartProblem
qcovid_LearningDisabilityOr,SNOMED,231536004,Atypical autism (disorder),LearningDisabilityOrDownsSyndrome
qcovid_LiverCirrhosis,SNOMED,309783001,Esophageal varices in alcoholic cirrhosis of the liver (disorder),LiverCirrhosis
qcovid_Dementia,SNOMED,421529006,Dementia with acquired immunodeficiency syndrome (disorder),Dementia
qcovid_HivOrAids,SNOMED,421529006,Dementia with acquired immunodeficiency syndrome (disorder),HivOrAids
qcovid_CongenitalHeartProbl,SNOMED,54160000,Congenital aneurysm of sinus of Valsalva (disorder),CongenitalHeartProblem
qcovid_Diabetes,SNOMED,75524006,Malnutrition related diabetes mellitus (disorder),Diabetes
qcovid_CancerOfBloodOrBoneM,SNOMED,188569008,Hodgkin's disease nodular sclerosis of lymph nodes of inguinal region and lower limb (disorder),CancerOfBloodOrBoneMarrow
qcovid_CongenitalHeartProbl,SNOMED,204330009,Common atrioventricular-type ventricular septal defect (disorder),CongenitalHeartProblem
qcovid_PriorFractureOfHipWr,SNOMED,311806008,Osteoporotic collapse of cervical vertebra (disorder),PriorFractureOfHipWristSpineHumerus
qcovid_LungOrOralCancer,SNOMED,363373004,Malignant tumor of vermilion border of lower lip (disorder),LungOrOralCancer
qcovid_LungOrOralCancer,SNOMED,448868009,Malignant neoplasm of lateral wall of oropharynx (disorder),LungOrOralCancer
qcovid_CoronaryHeartDisease,SNOMED,65547006,Acute myocardial infarction of inferolateral wall (disorder),CoronaryHeartDisease
qcovid_BipolarDiseaseOrSchi,SNOMED,68995007,Chronic catatonic schizophrenia (disorder),BipolarDiseaseOrSchizophrenia
qcovid_CongenitalHeartProbl,SNOMED,90383006,Congenital absence of aorta (disorder),CongenitalHeartProblem
qcovid_BipolarDiseaseOrSchi,SNOMED,111484002,Undifferentiated schizophrenia (disorder),BipolarDiseaseOrSchizophrenia
qcovid_CancerOfBloodOrBoneM,SNOMED,118618005,Mycosis fungoides (disorder),CancerOfBloodOrBoneMarrow
qcovid_LungOrOralCancer,SNOMED,187604008,Malignant neoplasm of lower lip external (disorder),LungOrOralCancer
qcovid_CancerOfBloodOrBoneM,SNOMED,188676008,Malignant lymphoma - mixed small and large cell (disorder),CancerOfBloodOrBoneMarrow
qcovid_Epilepsy,SNOMED,192992007,Epileptic seizures - myoclonic (disorder),Epilepsy
qcovid_RheumatoidArthritisO,SNOMED,201773004,Rheumatoid arthritis of proximal interphalangeal joint of finger (disorder),RheumatoidArthritisOrSle
qcovid_CongenitalHeartProbl,SNOMED,72242008,Postductal coarctation of aorta (disorder),CongenitalHeartProblem
qcovid_CancerOfBloodOrBoneM,SNOMED,93554008,Hodgkin's sarcoma of spleen (disorder),CancerOfBloodOrBoneMarrow
qcovid_SevereCombinedImmuno,SNOMED,190995003,Thymic aplasia or dysplasia with immunodeficiency (disorder),SevereCombinedImmunodeficiencySyndromeViaBool
qcovid_RheumatoidArthritisO,SNOMED,201778008,Rheumatoid arthritis of tibiofibular joint (disorder),RheumatoidArthritisOrSle
